sentiment,text
neg,"London Dreams, directed by Vipul Shah, is a frustratingly foolish film about foolish people. It's the kind of film whose central conflict could be instantly resolved if the characters concerned simply sat down and had a chat. Ajay Devgan plays Arjun, an aspiring pop-artiste obsessed with performing before a cheering crowd at London's Wembley Stadium. He becomes jealous of his devoted best friend and band-mate Manu, played by Salman Khan, who is evidently more talented than him, but nowhere near as focused or ambitious. Arjun decides to sabotage Manu when the latter's popularity threatens to outshine his own. Now here's where a heart-to-heart might have helped. Had Arjun explained what this Wembley fixation meant to him, Manu would have graciously backed off and let Arjun fulfill his childhood dream, and we'd have been spared the agony of watching the rest of this uninspiring drivel. But director Vipul Shah and his writers are in no mood to do us any favours. London Dreams is packed with unintentionally hilarious gems like that back-story involving Arjun's grandpa who committed suicide out of shame for getting stage-fright at a packed Wembley concert. Or the ridiculous incident at a show where Manu must take over vocal responsibilities after a blast of confetti practically chokes Arjun into silence. The idiocy, however, doesn't end there. In his attempts to shame Manu publicly, Arjun uses his connections to get Manu hooked onto drugs. A buxom groupie urges Manu to down a couple of tequila shots with her but replaces his salt with cocaine. Before you know it, Manu has acquired quite the appetite for the addictive white powder, practically chomping it down like dinner. If that isn't silly enough, there's a crude scene later in which Manu chases after the said girl to find out who she's been taking orders from. The pursuit ends in a dark London alley where the girl gets down on her knees pretending to do the unmentionable so as to mislead Manu's girlfriend who's been secretly following after them. Wait, there's more! Expect to howl hysterically when Arjun snaps off his belt and whips himself mercilessly to banish all thoughts of romance or lust towards the band's lead dancer Priya (played by Asin) because nothing and no one must distract him from his musical goals. Too generously inspired by Milos Forman's Amadeus for it to merit any comparison with last year's Rock On!, Vipul Shah's latest is a clunky melodrama that's as loosely directed as it is scripted. The film goes for broad humor, over-the-top emotions, and basically chooses loudness over subtlety. That works for Manu's character, with Salman Khan playing him all loutish and lovable, but in the case of Arjun, Ajay Devgan comes off too passive with a performance that is mostly internalised. When Arjun does reach boiling point however, it results in an awkward pre-climax scene in which he lectures a packed concert hall and is understandably pelted with plastic bottles as punishment. Of the remaining cast, there's not a kind word I can say for Asin, who practically lit up Ghajini with her ebullient charm, but disappoints here with unnecessary over-acting in a thankless role. Ranvijay Singh and Aditya Roy Kapur, reduced to mere sidekicks in the band, show up at regular intervals, usually to utter some inane dialogue like, ""We'll rock it dude!"" For its dim-witted writing and sloppy direction, London Dreams is ultimately a tiresome watch. If you must, watch it for Salman Khan who's turned buffoonery into a bonafide acting style. It's the only thing that'll make you smile in this sad, sad film."
neg,"Guy Ritchie's noble effort is beat up, knocked down, raped, kicked around, shot, stabbed, spit upon, punched, sodomized, and abused and left for dead by Madonna's dreadful performance. Her acting was very reminiscent of a graduate from the Al Gore School of Dramatics and Public Speaking. Guy Ritchie did do a somewhat noble attempt to remake this, and if you exclude ALL of the scenes that his wife was in, it's a fair movie at best. I think that the best acting job ever, had to be Guy comforting his wife that her performance was good enough not to re-shoot. If you have an opportunity of watching Swept Away or clipping your toenails for 89 minutes...go for the extended pedicure."
neg,"Johnny Weissmuller's final film as 'King of the Jungle', after 16 years in the role, TARZAN AND THE MERMAIDS, is bound to disappoint all but the most ardent of his fans. At 44, the ex-Olympian, one of Hollywood's most active 'party animals', was long past the slim athleticism of his youth, and looked tired (although he was in marginally better condition than in his previous entry, TARZAN AND THE HUNTRESS).<br /><br />Not only had Weissmuller gotten too old for his role; Johnny Sheffield, the quintessential 'Boy', had grown to manhood (he was a strapping 17-year old), so he was written out of the script, under the pretext of being 'away at school'. Brenda Joyce, at 35, was appearing in her fourth of five films as 'Jane' (she would provide the transition when Lex Barker became the new Tarzan, in 1949's TARZAN'S MAGIC FOUNTAIN) and was still as wholesomely sexy as ever.<br /><br />Produced by Sol Lesser, at RKO, on a minuscule budget, the cast and crew took advantage of cheaper labor by filming in Mexico. While the location gave a decidedly Hispanic air to what was supposedly darkest Africa, veteran director Robert Florey utilized the country extensively, incorporating cliff diving and an Aztec temple into the story.<br /><br />When a young island girl (Tyrone Power's future bride, Linda Christian) is rescued in a jungle river by Tarzan, he learns that a local high priest (George Zucco, one of filmdom's most enduring villains) had virtually enslaved the local population, threatening retribution from a living 'God' if they don't do his bidding. The girl had been chosen to become the 'God's' bride, so she fled. Faster than you can say 'Is this a dumb plot or WHAT?', the girl is kidnapped by the priest's henchmen and returned to the island, and Tarzan, followed by Jane, colorful Spanish character 'Benjy' (charmingly played by John Laurenz, who sings several tunes), and a government commissioner are off to take on the Deity and his priest (poor Cheeta is left behind). After a series of discoveries (the 'God' is simply a con man in an Aztec mask, working with the priest in milking the island's rich pearl beds), a bit of brawling action, and comic relief and songs by Benjy, everything reaches the expected happy conclusion.<br /><br />Remarkably, TARZAN AND THE MERMAIDS features a musical score by the brilliant film composer, Dimitri Tiomkin, and is far better than what you'd expect from this 'B' movie! <br /><br />While the film would provide a less-than-auspicious end to Weissmuller's time in Tarzan's loincloth (he would immediately go on to play Jungle Jim, a more eloquent variation of the Ape Man, in khakis), the talent involved lifted the overall product at least a little above the total mess it could have been.<br /><br />Tarzan was about to get a make over, and become much sexier..."
neg,"Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings false.<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not funny because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The acting here is uniformly awful, but that would not matter much if the core idea of the movie were good. But it's not."
neg,"While filming an 80's horror movie called 'Hot Blooded', the director is brutally murdered and the leading lady is scarred as she survives the attack and manages to kill murderer. After all of this, the production is abandoned and the stock reels are left to gather dust. So a group of filmmakers decide to pick up where the film left off even though they're warned by people to keep away from the film, as the last person who was interested in the flick turned up dead in the cinema while watching the film. From this it's labelled as a cursed production. Not taking these warnings seriously the crew goes ahead with the production and they get the original star of the movie to return from Hollywood to reprise her role, but not as the daughter but the mother. But again the murders start occurring with the cast and crew getting butchered by an unknown figure dressed up as the film's killer.<br /><br />Look what 'Scream' started! Hey, I enjoy those films, but mostly everything else that followed on afterwards were annoying and pointless excuses. During this stage the sub-genre came back with vengeance, but it wasn't much of a good thing as they were mostly unsuccessful and unoriginal attempts, where they followed the derivative pattern of the Scream franchise. 'Cut' which is an independent Australian take on the textbook slasher genre is purely shonky garbage that lacks basically everything and shamelessly knocks off every other slasher flick. But you know what, I found it a cheesy delight. Yeah, It's gawd awful and highly forgettable, but it's a bit of ala good cheap fun while it lasted. Although I did hate it when I originally came across it, but the second time around I knew what I was getting myself into and it worked better for it. It was just like helping myself to a nice slice cheesecake again, but this time it wasn't so sweet.<br /><br />The film came out around the same time as 'Scream 3' and 'Urban Legends: The Final Cut' did, which all three follow the same structure of using a movie within a movie. 'Scream 3' is obviously the strongest of the three, but I would actually watch this trash over Urban Legends: The Final Cut. Though, it did seem more of a throwback to the 80's slashers than that of one of Scream's bastard offspring. Pretty much the film is given b-grade treatment and that shows up in the script and performances. The dialog is truly unimaginative and hardly comes up with any surprises and suspense. While, the performances are pure mockery and Molly Ringwald takes the crown for it. She plays the wash-up actress returning to finish the cursed flick and I had good fun with her laughably ridiculous send-up performance. She provides the bite here and nails it down perfectly. The rest were mostly recognizable Australian TV stars (that's if you're an Australian) with a ravishing Jessica Napier leading the cast with the likes of Stephen Curry and Frank Roberts. Also pop singer (and supposed actress) Kylie Minogue makes a cameo appearance in the opening just to be hacked up! Nice. These teens mostly followed the formula of horny and dim-witted kids that have nothing better to do but to be killed. Sometimes it feels like they just waiting in queue, because they have no real substance to be there.<br /><br />The plot starts off rather interestingly, then heads into a mystery phase where red herrings pop up, but then it makes a sudden u-turn where it becomes a somewhat satire on the horror genre. Simply it's rather choppy and when it comes to the explanation for all of this madness I was kind of left thinking oh my. This when it tries to twist back onto itself in a clever manner, but sadly it falls along way. But don't you just love an opening ending. Also it sports some pop culture references and a self referential, tongue-in-cheek approach. Predictability makes its way in rather early and the jokes can become over-stated at times, but it knows that by poking fun at itself quite a bit. The atmosphere looses a bit of edge because of the humour taking away the bleakness, but still the isolated grand old mansion where they are filming has some neat touches that added 'some' spookiness. The cinema scene is done rather nicely too.<br /><br />Now, now we know we want gore and nudity when watching this type of flick, but sadly there's no nudity to be found and the gore is pretty standard, if lacking but it's more then decent for such low-budget flick. There are one or two creative deaths, but the rest are systematic. The killer wasn't bad but when he spoke it kind of hurt it I thought, well the smart-ass attitude didn't sit well with me. Another notes of the production which were dire ranged from the cut-away editing, out-of-place soundtrack and Kimble Rendall's direction lacked execution and was pretty careless, but these contributing factors pull together to add some sort of sheer entertainment to all of this badness.<br /><br />The imagination matches the budget that's for sure, but heck this lousy slasher wasn't trying to be anything else. Pure schlock that's slightly amusing!"
neg,"Thoughtless, ignorant, ill-conceived, career-killing (where is the talented Angela Jones now?), deeply unfunny garbage. It's no wonder Reb Braddock hasn't directed anything else since - anyone who has a chance to make his first film on his own rules, based on his own script, with the help of Quentin Tarantino himself, and creates something like THIS, anyone who feels that THIS was a story worth telling to the world, doesn't deserve a second break. Under the circumstances, the performances are good - the actors do what they're told to do, and they do it well. It's just that they shouldn't have done it in the first place. <br /><br />0 out of 4."
neg,"This is the first time I ever saw a movie with Jamie Foxx, and I bet it will be my last. I failed to see why he was funny, although people in the audience thought it was very funny when he made a face to the camera, or for saying ""I am going to take a shower"".<br /><br />The plot is completely predictable. The bad guy comes after the good guy. The good guy has a woman, so the bad guy uses her. In between, the officials screwing up. The final scenes are utterly unbelievable. You spend 2 years and millions of dollars chasing a guy, but you don't do your home work to solve a trivial riddle?<br /><br />There's no great acting, there isn't much of a plot or storyline, and the shooting is done MTV style. Don't waste your money on this one.<br /><br />"
neg,"The plot of "" Astronuat returns to Earth as a mutating monster "" died out in the 1950s mainly down to the scientific fact that travelling outside the Earth's orbit doesn't humans cause to turn in to mutated monsters , and that the first film to use this plot THE QUATERMASS EXPERIMENT was the only decent sci-fi movie to use the idea . So the idea of having the redundant plot return seems doomed from the start . Alas watching THE INCREDIBLE MELTING MAN it seems the plot is the least of its problems <br /><br />First of all this is an incredibly badly made movie . The budget is in single figures and I'm talking about lira not dollars . There is no cinematography to speak of and there's countless editing blunders . For example a photographer takes his ( Barely legal ) model for a photo shoot . Cut to a shot where the sun is directly behind model , then cut to shot of photographer where the sun is directly behind him, then cut back to the model where the sun is ...<br /><br />The lack of budget drags the film down in other aspects too . According to the trivia page the budget was so low the producers couldn't get any stock footage of Saturn so when astronaut Steve West mentions how beautiful Saturn looks we get footage of the sun . Actually the sun gives the most impressive performance in the film since the human actors wouldn't be employed by a porn studio . If I was appearing in this I wouldn't be scared by the eponymous monster - I'd be terrified of splinters from the rest of the cast . Perhaps we should be slightly forgiving though since the obvious lack of budget manifests itself in things like the actors having to wear their own clothes . A general for instance doesn't wear his nice fancy dress uniform complete with medals - he wears a denim jacket and baseball cap <br /><br />There has to be suspension of disbelief for a film like this to work but it fails on every level . The tone is set early on in the film where Mr Melty murders a nurse and escapes from the hospital . Instead of the police getting a call saying there's been a murder Dr Nelson just decides to track down his patient on his own own same as he'd look for a missing cat . It's also strange a thoroughly decomposing homicidal monster can walk down the road without anyone noticing , but this is typical of a film where horny 70 year olds stop their car down dark roads for a quickie and people nonchalantly mention their wife is pregnant whilst forgetting to tell the police that there's a monster on the loose .<br /><br />THE INCREDIBLE MELTING MAN is Z grade rubbish . I can certainly understand why people enjoy this movie because it does reach the heights of "" It's so bad it's good "" but apart from Rick Baker's sometimes impressive make up effects it's nothing more than a very guilty pleasure"
neg,"Let me be really clear about this movie. I didn't watch this movie because of the plot, I watch it for the saucy sex scenes. That being said, this movie is so god damn awful I flip between pure joy of seeing a godly body of Traci (Mandy Schaffer) and cringing my eyeballs out for the disaster of a plot.<br /><br />Spoiler Alert The first scene of the movie already had me cringing.. you see a woman painting something by the lakeside, in pure bliss and serene, then a beautiful girl approach and ask if she could paint beside her. When they both finished, they show each other what they had done... and the woman painted A VINEYARD WHEN SHE IS FACING INFRONT OF THE LAKE. What kind of screwball director would make this kind of mistake?? And in another scene, Traci gets to kill her teacher's lover by smash him with the sail pole, and then she swims away, and none of the town's police suspected her once. I mean HELLOOOOO? MANDY DID NOT WEAR A GLOVE DID SHE? HER FINGER PRINTS ARE ALL OVER THE GOD DAMN BOAT!! After that, it gets worst, whenever Mandy is around, there is the ""chilling"" sound effect played which sounds like a cat in hissy fit. It's also a real pity Rosanna Arquette's is in this movie. I feel real sorry for her to have to star in this super low budget soft-porn no brainer. Same goes for Jürgen Prochnow, who also has the misfortune to star in this movie. All in all, 2/10."
neg,"I only watched the first 30 minutes of this and what I saw was a total piece of crap. The scenes I saw were as bad as an Ed Wood movie. No, it was a hundred times WORSE. Ed Wood has the reputation of being the worst director ever but that's not true; the idiot who directed this junk is the WORST director ever.<br /><br />The American cop has a German accent! The ""police station"" was a desk in a warehouse with a sign ""Police Station"" hanging on the wall. There is a fist fight where the punches clearly miss by about TEN FEET.<br /><br />This cop pulls women over, cuffs them and leads them to a warehouse. He tells his cop partner to wait in the car. Then he comes out of the warehouse carrying a duffel bag. The cop partner thinks maybe something is not right, that his partner might be a bad cop who is murdering these women, but he isn't sure if that is what's happening because - he's a moron! The dialog is totally stupid, the acting is awful, and the characters act in the stupidest manner I have ever seen on screen. It is totally obvious to the cop's partner that he is illegally abducting these women and he is slapping them and taking them into a warehouse and returning to the car with a duffel bag with a body in it, and yet, the partner, who is there all along, doesn't know what is happening! <br /><br />The director of this film is a total hack. I stopped the movie at 30 minutes because I couldn't take it anymore. It has to be one of the WORST movies I have ever started to watch and I won't waste anymore time on it writing this review. <br /><br />Absolutely WORTHLESS."
neg,"This film is really ONLY Bill Maher's interpretation of religion. There are several funny moments, and some interesting points, but don't go into this expecting an even-handed discussion of religion. This is what I consider to be the worst kind of documentary - Everything is arranged ahead of time and in editing to provide you with the opinion of the director, rather than letting you make your own decision.<br /><br />EDITING - It's very chopped up, inter-spliced with clips from pop culture and the media to reinforce the point. The interviewee barely has a chance to finish a sentence before he is interrupted by the editing. The only people given a fair chance to speak their mind are those who say what Bill Maher wants them to say. Once someone deviates from the gospel according to Maher, they get edited.<br /><br />INTERVIEWEES - They are meant to represent the absolute MOST extremist religions. From the TV evangelical to the ultimate Jewish stereotype, to a TRUCK STOP chapel (Seriously. A TRUCK STOP CHAPEL). He's picked the worst money-grabbers, the heavy extremists, and those who don't have the budget to say no to pick on. And when he does get a good person to interview, he edits the hell out of them.<br /><br />STEREOTYPING - All religions are portrayed as stereotypes. Especially hard hit are the Muslims. During the Muslim segment, he barely gives anyone the chance to speak before interrupting them either himself, or through editing in pieces with suicide bombers. ALL Muslims are portrayed as gun-toting extremists through the editing, and none of the people interviewed is edited fairly.<br /><br />ENDING - The message at the end is INCREDIBLY heavy-handed, and while it is an interesting idea, it's not presented with fairness to the countless people who are not religious extremists. Bill Maher explains himself while clips of destruction play in the foreground. This literally gives the message that religion is stupid and dangerous, and that it will destroy the world. He also states that everyone involved in religion is stupid.<br /><br />With the faults to the film, it has some good points, and the humor, while very unfair, is actually funny. But know going in, it is a very one-sided view, Bill Maher's view, of religion. He's not discovering anything. He's telling you what he thinks.<br /><br />4/10 - Some good moments, but heavy-handed with an extremely irresponsible documentary style."
neg,"Take ""Rambo,"" mix in some ""Miami Vice,"" slice the budget about 80%, and you've got something that a few ten-year-old boys could come up with if they have a big enough backyard & too much access to ""Penthouse."" Cop and ex-commando McBain (Busey, and with a name like McBain, you know he's as gritty as they come) is recruited to retrieve an American supertank that has been stolen & hidden in Mexico. Captured with the tank were hardbitten Sgt. Major O'Rourke (Jones) & McBain's former love Devon (Fluegel), the officer in command & now meat for the depraved terrorists/spies/drug peddlers, who have no sense of decency, blah, blah, blah. For an action movie with depraved sex, there's a dearth of action and not much sex. The running joke is that McBain gets shot all the time & survives, keeping the bullets as souvenirs. Apparently the writers didn't see ""The Magnificent Seven"" (""The man for us is the one who GAVE him that face""), nor thought to give McBain even a pretense of intelligence. Even for a budget actioner, the production values are poor, with distant shots during dialog and very little movement. The main prop, the tank, is silly enough for an Ed Wood production. Fluegel, who might have been a blonde Julia Roberts (she had a far bigger role in ""Crime Story"" than Julia!) has to go from simpering to frightened to butt-kicking & back again on an instant's notice. Jones, who's been in an amazing array of films, pretty much hits bottom right here. Both he & Busey were probably just out for some easy money & a couple of laughs. Look for talented, future character actor Danny Trejo (""Heat,"" ""Once Upon a Time in Mexico"") in a stereotyped, menacing bit part. Much too dull even for a guilty pleasure, ""Bulletproof"" is still noisy enough to play when you leave your house but want people to think there's someone home."
neg,"I also saw this amazingly bad piece of ""anime"" at the London Sci-Fi Festival. If you HAVE to watch this thing, do so with a large audience preferably after a few beers, you may then glean some enjoyment from it. <br /><br />I found the dialogue hilarious, lodged in my mind is the introduction of Cremator. The animation is awful. It is badly designed and badly executed. It may have been a good idea for the producers to have hired at least one person who was not colour blind.<br /><br />There's nothing else to say really, this film is a failure on every level."
neg,"I loved the original. It was brilliant and always will be. Strangely though, I actually looked forward to seeing the re-make. I'm usually a little bit against re-makes because there's far too many of them, but somehow this intrigued me. I was really enjoying it to begin with. Caine brilliant, as usual, and Jude Law managing to hold is own next to him. It was quite clever how it was modernised and it was working. What stops this from being really good is the last seven minutes. It goes completely away from the original, so far in fact that is ceases to be clever and just gets annoying. The end in the original was fantastic! So much tension was built up and it was unbelievably clever! This? It grows not in tension but in frustration as it seemed they decided to make Caine's character a homosexual. It was if they were trying far to hard to be different. And then... BANG! Law's dead. Roll Credits. This film is worth the watch simply for the performances, but those last seven minutes really do drag it down. What a pity...."
neg,"SPOILERS THROUGHOUT: <br /><br />The Gettaway is mostly an action movie. And what action there is to!! Shootouts, chases, dumpsters and much much more. It stars Kim Bassenger and Alec Baldwin as the Mc Coy's.<br /><br />This is a remake and I have not seen the original but really didn't care for this one at all although Bassenger and Baldwin have some nice screen chemistry. But the movie itself didn't do it for me.<br /><br />The Gettaway became really tiresome really quickly. The plot is overshadowed by one fight/chase after another and as the violence keeps piling up, Bassenger and Baldwin retain their great looks no matter what perils they maybe in. In fact, by the end of the movie they almost look BETTER then in the beginning. I don't think Bassenger's eye makeup moves once during the whole picture.<br /><br />This isn't the worst movie I've ever seen, certainly not, but it isn't very good and unless one is an action movie purist I can't see really enjoying this movie because there's just not a lot here. The Gettaway isn't terribly original either, and goes every way from unnecessarily brutal to rather dull. It really could have been better I think.<br /><br />Bassenger and Baldwin give OK performances but they don't have a lot to do except get chased and run for their lives. Sometimes less is more, after seeing the same thing over and over again it gets stale. Didn't enjoy this one to much."
neg,"As a fan of Notorious B.I.G., I was looking forward to this movie. I am unfortunate to see it is a terrible movie. Jamal Woodward is not convincing or realistic enough to portray Notorious B.I.G. A lot of the story follows Notorious B.I.G.'s real son, Christopher Jordan Wallace as Notorious B.I.G. as a kid. Unfortunately, he is not convincing enough to pay tribute to his father. Derek Luke is just as unconvincing as Sean ""Puffy"" Combs. In a nutshell, no one is convincing enough to play their roles here. The big problem with this are these are actual people they are playing. It was boring, and did not give any information about Notorious B.I.G. that fans and non-fans alike did not already know. I was especially disappointed with Angela Bassett, a very good actress wasted here as Voletta Wallace. The movie slugs and slugs along thinking that Notorious B.I.G. fans will spend tons of money on it. I am unfortunate to say that that happened. It's nowhere close to a good movie. I was expecting so much out of it, but unfortunately I didn't get anything I wanted from this. I think you should definitely skip this one."
neg,"Fairly good movie, but not a true story.<br /><br />Rubin ""Hurricane"" Carter was a notorius liar, a murder and was never found not guilty. New Jersey State just didn't go for it a third time as 20 years had gone. Carter got an offer in 1976: ""Pass a lie test and go free"". He didn't take it. This film should never have been made, but money talks. A lot of people have unjustly spend their lives in prison and undoubtedly more blacks than white. Why choose a fake story?<br /><br />Jens"
neg,"good lord! (and that coming from an atheist), this ""movie"" is bad !<br /><br />much has already been said by the reviewers before (the ones who rated this piece 3 and below) to which I fully agree, I just like to add a few things: <br /><br />among the three guys who had to eat their own digestive end products, got chopped up by an Axe, raped by a broomstick, had their balls blown away - the ex-boyfriend suffers the worst torture while having to listen to the girl's endless and pointless babble at the kitchen table (as do we, but at least we have the mercy of the mute button).<br /><br />had the director cut out the point- and endless graveyard and inverted scenes, our suffering would have been over after 30 minutes.<br /><br />the only things that made this flick at least somewhat bearable are Emily Haack's tits (one point).<br /><br />forget it. don't buy it. don't waste your time. and your sanity. my brain is so fried after watching this I feel the urgent need to watch (and suffer?) ""Scrapbook"" right now."
neg,"My God. This movie was awful. I can't complain about it too much. I went to see it just to be grossed out. It did suffice, sort of. It's funny that the most disgusting part of the movie was in the very, very beginning where the woman is extremely vividly forced to give birth to a horribly mutated baby.<br /><br />I also think that it's funny that the most notable actor in the movie was the Hispanic soldier, who was a supporting actor in Next Friday. Everyone in the movie did a horrible acting job. It was some of the worst acting I've ever paid to see. <br /><br />I also expected that it would be much more gruesome than the first one. It wasn't. I expected it to be more gruesome because it's a sequel and horror movie sequels are usually much less successful than their predecessors. I expected it to be more gruesome since gore and violence usually sell a horror movie these days (Grudge 2, Saw 3, Jeepers Creepers 1 & 2, Dead Silence), but It actually wasn't nearly as gruesome as the first one, which was yet another disappointment. <br /><br />The mutants in the first one were kind of disturbing but the filmmakers were trying so hard in this one to make them creepy that they were absolutely hilarious.<br /><br />I also hated the entire concept of showing the clip of the female soldier's son on her camera-phone saying ""I love you, mommy"" FOUR TIMES. It was stupid to show it in the first place because they were just trying to make us feel worse for the vulnerable mother than the rest of the soldiers, and it was even more stupid to keep trying to make us feel even WORSE for her by showing it three more times for no reason. This movie was a joke."
neg,"I was extremely suspicious of the ideas presented in this movie, but being relatively ignorant of quantum physics aside from what I recalled from the excellent ""Short History of Nearly Everything"" and what I was able to choke down in ""A Brief History of Time,"" it sounded interesting at times. However, the obvious nonsense of the story of the Indians being unable to see the ships of the explorers was ridiculous. I really started questioning what was being shoveler at that point, but then the clincher was the revelation that one of the speakers was actually ""channelling"" some loony named ""Ramtha"" completely upset the applecart for me.<br /><br />What a waste of two hours."
neg,"Have you ever wondered what would happen if a couple of characters from Beverly Hills 90210 were thrown into a Thai jail?If so, this is your movie. This is Midnight Express for the MTV crowd. That would be ok, but the story was poorly executed. Contrived plot twists, poor dialogue and unresolved issues abound. This slight film did not earn the right to be as cryptic as it ends up being. Potential spoiler and impossibly preposterous plot line-the faux tension filled moment when the hotel employee discovers the girls do not have a room there and is about to kick them out. (This moment is innappropriately played with the same solemnity and gravity as the moment when they are arrested at gunpoint). Later the same hotel employee is somehow found-and Bangkok is a big city, mind you, Ive been there- and testifies against the girls, as if a couple of free Mai Tais warrant 40 years in prison. C'mon. Rent Another Day in Paradise instead."
neg,"This is an incomprehensible horribly low budget piece of awfulness.<br /><br />I don't even have the vocabulary to say how dire, turgid, boring, confusing, and just plain strange this effort is (Hey what d'ya know I do....) Set in a post-Apocalyptic America some guys meet on a beach and slaughter and chaos ensue - it was all so incomprehensible I couldn't make head or tail of any of it.<br /><br />Seriously how this got picked up by National Lampoon totally defeats me: it really is awful.<br /><br />And not in a its so bad it's good cult way.<br /><br />It is just awful, awful, awful, awful.<br /><br />Honestly. If you still don't believe me then watch it with every intention of loving it then come back here and tell me what you think. Even gerbils on acid couldn't hope to understand this.<br /><br />Avoid or even better destroy..."
neg,"Visually cluttered, plot less, incredibly mind-numbing rubbish. Not even close to Greenaway's better work. Avoid at all costs!<br /><br />The overlapping 'split screen' effects do nothing more than confuse, the film is very dark for a lot of the time and the 'artistic' composing of images is pretentious in the extreme.<br /><br />There is absolutely nothing to recommend about this film; even the nudity is incredibly unerotic, which seeing it fills a large part of the film soon gets very boring.<br /><br />Plus, how anyone can say that the acting of Ewen MacGregor is brilliant is beyond me. He showed more ability in the Star Wars series, and that's saying something.<br /><br />I've not been so unimpressed with a film since I saw 'Darby O'Gill and the Little People'!"
neg,"This was a weird movie. It started out pretty good. A solid sound track behind flash images of gore and mayhem as our psychopath did his thing.<br /><br />Next comes his ""down fall"" Here i could tell I was in for a real cheesy ""B"" movie. Poor acting , I mean how hard is it to hold a gun and act like a cop? These guys could not. After the death scene of our psychopath we get the opening credit and the movie starts...<br /><br />From this point on it is bad acting big boobs, the occasional bucket of blood and poorly done death scenes.<br /><br />That said I gave the movie a four because in spite of its flaws it did maintain a sort of creepiness that I just could not quite shake off.<br /><br />I do not recommend this movie but I have to admit I have seem worse."
neg,"It's interesting how 90% of the high-vote reviews are all comprised of ""*random username*"" from ""United States"" (no state pride??) who all say more or less the exact same thing with the exact same grammatical style and all with the exact same complete lack of taste in movies. I would delve further into this suspicious trend, but alas, this is a review of the movie, and not the reviews themselves.<br /><br />Let me start by saying that I am both a Christian and a true avid movie fan. This means I have seen a great many movies, from good to bad, and can wholeheartedly claim that Facing The Giants is, in fact, NOT a good movie. It has good intentions, but fails to meet many (if any) basic standards that I associate with a quality filmgoing experience.<br /><br />The Acting: Mostly Terrible, Palatable At Best. Hearing that most were apparently volunteers does not at all surprise me.<br /><br />The Dialogue: Clumsy, cheesy, the script comes off as a long version of some cheesy skit you'd see performed in Sunday School or youth group function. The Rave Review Robots revel in the absence of ""meaningless words"", but the cold hard truth is that such words are a part of the real world, and the complete absence of it is palpable. Let's just say the mean ol' head coach of a team in a State Championship game would have a lot more to say than ""OH NO!"" when things are not going his way.<br /><br />The Plot: Mind-bogglingly predictable. It has been commented that this movie is ""not a Hollywood cliché"", and yet it's like it was pulled directly from Making An Underdog Sports Movie For Dummies (including the mandatory quasi-romantic subplot for the ladies) and just had a Christian-themed coat of paint slapped on it. I'm not lying or bragging when I say I had almost every major detail in both the plot and subplot pegged immediately upon their inception. Only someone who has never seen a decent sports movie in their whole life would be emotionally stirred by the story presented here.<br /><br />The Directing/Editing: It, too, was patterned almost exactly after the generic Underdog Sports Movie template. Still, acting aside, there weren't many noticeable goofs, so at least Facing The Giants was technically competent.<br /><br />The Message: Ask Jesus and He will grant all your wishes. Part of me hoped that this movie would end in the team's eventual defeat to really emphasize the whole ""If we lose, we praise You"" part, because in the Real World, you WILL fail at one point or another and it's good to be prepared for that. But in the world of Facing The Giants, if you fail, clearly someone either screwed up or is cheating. Another interesting question being, what if the Eagles came across another team that had gotten religion? Would they be caught in an endless loop of miraculous plays and last-minute saves, or would the universe simply have exploded? <br /><br />The Bottom Line: For the hardcore conservative Christian Parents crowd lamenting the evils of Hollywood, Facing The Giants will be another mediocre-at-best Christian film to hold up on a pedestal as the preferred model for modern film-making. For everyone else, the effects will range from boredom to a burning desire to be watching something else. And a warning: Any attempt to show this to non-Christians will lead not to conversion, but to derision. I give this two stars, one for the one scene that did not have me rolling my eyes, and another for basic technical proficiency on a low budget."
neg,"There's only one thing I need to say about this movie - the scene where Shaq is in a musical number with Francis Capra's character about wanting to be a genie; never see this movie. The story is horrible, the acting is terrible (c'mon, it's Shaq!) and I'd rather see Capra in Free Willy (equally horrible) twice before ever seeing this movie."
