page_id	protest_id	protest_location	protest_start	protest_end	protest_subject	protest_participants	protest_time	protest_description	protest_urls
8	5575	Swampscott, MA	Saturday, December 26, 2020		Subject(s): Donald Trump	Participant(s): 40	Time: Morning	Description: Trump follower coughed & spit on BLM protester	Source(s):##https://www.itemlive.com/2020/12/26/post-christmas-protest-in-swampscott/##https://www.wickedlocal.com/story/swampscott-reporter/2020/12/28/swampscott-man-accused-spitting-blm-supporter/4067589001/
8	5574	Columbus, OH	Thursday, December 24, 2020		Subject(s): Andre Maurice Hill, Ofc. Adam Coy, Columbus Police Department	Participant(s): 100+	Time: Afternoon	Description: Vigil, march in response Hill being shot & killed by Coy	Source(s):##https://www.dispatch.com/story/news/local/2020/12/24/activists-neighbors-gather-cry-justice-andre-hill/4038391001/
8	5576	Pasco, WA	Saturday, December 19, 2020		Subject(s): Brandon Bernard, General - Death Penalty, General - Legal System	Participant(s): 10 (est.)	Time: Afternoon	Description: Against federal execution of Bernard	Source(s):##https://www.yaktrinews.com/pasco-protest-disproportionate-sentencing-counter-protest/
8	5573	West Allis, WI	Friday, December 18, 2020		Subject(s): General - Black Children, General - Racism/White Supremacy	Participant(s): 50	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.jsonline.com/story/news/local/milwaukee/2020/12/19/black-lives-matter-supporters-marched-candy-cane-lane-friday-night/3972673001/
8	5592	Los Angeles, CA	Wednesday, December 16, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 30-50 (est.)	Time: Morning	Description: Celebration after Garcetti not chosen for proposed Biden Cabinet positions	Source(s):##https://twitter.com/theglowingstars/status/1339320316707815424##https://twitter.com/emilyytayylor/status/1339269127664504832##https://twitter.com/nicetryryeguy/status/1339264964175962112
8	5591	Los Angeles, CA	Tuesday, December 15, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 50 (est.)	Time: Morning-Afternoon	Description: No details included for this demonstration.	Source(s):##https://twitter.com/Chelsea_Spero/status/1338959988094500864##https://twitter.com/Chelsea_Spero/status/1338911706899042304##https://twitter.com/Chelsea_Spero/status/1338907473223151616##https://twitter.com/Chelsea_Spero/status/1338897908960165889##https://twitter.com/Chelsea_Spero/status/1338893985717207040
8	5590	Los Angeles, CA	Monday, December 14, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 75 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/Chelsea_Spero/status/1338558482618859520##https://twitter.com/emilyytayylor/status/1338544252167450624
8	5572	Edina, MN	Monday, December 14, 2020		Subject(s): Casey Goodson, Local - Racism/White Supremacy	Participant(s): 40 (est.)	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.fox9.com/news/black-lives-matter-protests-ohio-police-killing-in-edina-minn##https://www.hometownsource.com/sun_current/community/edina/black-lives-matter-protests-in-edina-for-killing-of-ohio-man/article_80320b94-43af-11eb-9066-2bd05c34813f.html
8	5589	Los Angeles, CA	Sunday, December 13, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 150-200 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/josie_huang/status/1338180386254254080
8	5588	Los Angeles, CA	Saturday, December 12, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 100	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/KtownforAll/status/1337821649228365824##https://twitter.com/emilyytayylor/status/1337816725547433984##https://twitter.com/BLMLA/status/1337810272870756355
8	5578	Columbus, OH	Saturday, December 12, 2020		Subject(s): Casey Goodson Jr., Franklin County Sheriff's Office	Participant(s): 200+	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.wsws.org/en/articles/2020/12/14/good-d14.html
8	5571	Hartford, CT	Saturday, December 12, 2020		Subject(s): Det. Jeffery Plazceck, Hartford Police Department	Participant(s): 6+ (est.)	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.fox61.com/article/news/local/demonstrators-city-councilmembers-protest-deadpool-text-from-hartford-police-detective/520-45c735b2-11b5-4ffc-a485-703998f9169c
8	5570	La Marque, TX	Saturday, December 12, 2020		Subject(s): Joshua Feast, Ofc. Jose Santos, La Marque Police Department	Participant(s): 160 (est.)	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.houstonchronicle.com/news/houston-texas/houston/article/Crowd-demands-justice-in-La-Marque-Police-15797383.php
8	5567	Oklahoma City, OK	Saturday, December 12, 2020		Subject(s): Bennie Edwards, Oklahoma City Police Department	Participant(s): 130+	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.normantranscript.com/news/protests-arise-after-the-death-of-bennie-edwards/article_3ac16f18-3d93-11eb-8ae8-a3febd1c4b1f.html
8	5587	Los Angeles, CA	Friday, December 11, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 30+ (est.)	Time: Morning	Description: Hanukkah celebration/demonstration co-hosted by Jews 4 Black Lives	Source(s):##https://twitter.com/LA_NeverAgain/status/1337468808584282113##https://twitter.com/nicetryryeguy/status/1337452912256012291##https://twitter.com/LA_NeverAgain/status/1337456452642897922##https://twitter.com/BLMLA/status/1337419621566013444
8	5569	Rockdale, TX	Friday, December 11, 2020		Subject(s): Rockdale High School, Local - Racism/White Supremacy	Participant(s): 75 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://www.kxxv.com/news/local-news/rockdale-high-school-students-protest-after-racial-verbal-assault-on-black-senior
8	5568	London, England	Friday, December 11, 2020		Subject(s): Metropolitan Police Service	Participant(s): Unclear	Time: Afternoon	Description: Against use of force against Black teen by Tottenham police	Source(s):##https://www.independent.co.uk/news/uk/crime/black-lives-matter-tottenham-police-protest-b1770169.html
8	5566	Oklahoma City, OK	Friday, December 11, 2020		Subject(s): Bennie Edwards, Oklahoma City Police Department	Participant(s): 85-100	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://stateimpact.npr.org/oklahoma/2020/12/11/protest-follows-police-killing-of-oklahoma-city-man/##https://www.normantranscript.com/news/protests-arise-after-the-death-of-bennie-edwards/article_3ac16f18-3d93-11eb-8ae8-a3febd1c4b1f.html
8	5562	Columbus, OH	Friday, December 11, 2020		Subject(s): Casey Goodson Jr., Franklin County Sheriff's Office	Participant(s): 200	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.10tv.com/article/news/local/hundreds-protest-for-casey-goodson-in-downtown-columbus/530-84134bee-6a30-441d-8600-e1efa7263ea4
9	5586	Los Angeles, CA	Thursday, December 10, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 75-100 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/kennethmejiaLA/status/1337092617083912192##https://twitter.com/nicetryryeguy/status/1337088789764698115##https://twitter.com/anthonycarrio/status/1337139968242634753##https://twitter.com/BLMLA/status/1336870743460626432
9	5595	Los Angeles, CA	Wednesday, December 9, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden, U.S. Secretary of Housing and Urban Development	Participant(s): 100 (est.)	Time: Morning	Description: Celebration/demonstration after person other Garcetti chosen for HUD secretary in Biden admin	Source(s):##https://twitter.com/stxchun/status/1336751540984418304##https://twitter.com/MichelleLhooq/status/1336741633732186112
9	5585	Los Angeles, CA	Tuesday, December 8, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 80	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://thewash.org/2020/12/08/despite-community-protests-joe-biden-selects-eric-garcetti-to-co-chair-inaugural-committee/##https://www.essence.com/news/politics/block-garcetti-protest-lapd-attack/
9	5508	Notre Dame, IN	Tuesday, December 8, 2020		Subject(s): Casey Goodson Jr., Dep. Jason Meade	Participant(s): 1	Time: Evening	Description: Seth Towns knelt during national anthem prior to game; Towns grew up with Goodson	Source(s):##https://www.10tv.com/article/sports/seth-towns-knee-casey-goodson-jr/530-38b1b066-7c4f-4bf0-ade6-8fb526ba5eed##https://ohiostatebuckeyes.com/wp-content/uploads/2020/12/4ND-Box.pdf
9	5584	Los Angeles, CA	Monday, December 7, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 200-250 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/justrinidad/status/1336017740016963586
9	6152	Hazel Dell, WA	Sunday, December 6, 2020		Subject(s): Kevin Peterson Jr., Clark County Sheriff's Office	Participant(s): 200	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.oregonlive.com/clark-county/2020/12/demonstrators-gather-in-hazel-dell-northeast-of-vancouver-to-protest-the-police-shooting-of-kevin-peterson-jr.html
9	5563	Los Angeles, CA	Sunday, December 6, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Unclear	Time: Morning	Description: Outside Garcetti's house	Source(s):##https://www.latimes.com/california/story/2020-12-06/los-angeles-police-converge-on-peaceful-black-lives-matter-protest##https://laist.com/latest/post/20201206/protest-Getty-House-Garcetti-LAPD-arrest-batons##https://twitter.com/BLMLA/status/1335724611481133056
9	5594	Los Angeles, CA	Saturday, December 5, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 150 (est.)	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/boram/status/1335313486419644416##https://twitter.com/stxchun/status/1335285485921398785
9	5583	Los Angeles, CA	Friday, December 4, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Unclear	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://losangeles.cbslocal.com/2020/12/04/protesters-mark-11th-day-of-anti-garcetti-protest-outside-his-residence/##https://www.losfelizledger.com/4th-day-of-protests-at-garcettis-home/
9	5582	Los Angeles, CA	Thursday, December 3, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden, Local - Law Enforcement, General - Law Enforcement	Participant(s): 100	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://www.dailynews.com/2020/12/03/protests-set-for-10th-straight-day-outside-mayor-garcettis-residence/
9	5580	Los Angeles, CA	Wednesday, December 2, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Unclear	Time: Morning	Description: No details included for this demonstration.	Source(s):##http://ourweekly.com/news/2020/dec/02/protest-held-outside-mayor-garcettis-home-ninth-co/
9	5593	Los Angeles, CA	Tuesday, December 1, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Unclear	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://twitter.com/_verticalray_/status/1333883505340604416##https://twitter.com/anthonycarrio/status/1333879887392739328
9	5579	Los Angeles, CA	Monday, November 30, 2020		Subject(s): Mayor Eric Garcetti, Biden Administration	Participant(s): 100-150	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://www.dailynews.com/2020/11/30/protesters-gather-at-garcettis-official-residence-for-7th-day-aiming-to-block-biden-cabinet-role/##https://www.latimes.com/california/story/2020-11-30/black-lives-matter-los-angeles-garcetti-biden-protests
9	6151	Vancouver, WA	Sunday, November 29, 2020		Subject(s): Kevin Peterson Jr., Clark County Sheriff's Office	Participant(s): Unclear	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.koin.com/news/crime/vancouver-blm-demonstration-draws-counter-protest-1-arrested/##https://www.columbian.com/news/2020/nov/29/armed-groups-argue-after-kevin-peterson-protest-in-downtown-vancouver/
9	5460	Los Angeles, CA	Sunday, November 29, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 400	Time: Morning	Description: Against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://www.nbclosangeles.com/news/local/protesters-descend-on-garcettis-house-for-sixth-consecutive-day/2472942/##https://twitter.com/cerisecastle/status/1333095530684026881
9	5461	Los Angeles, CA	Saturday, November 28, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 50-100	Time: Morning	Description: Against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://www.losfelizledger.com/4th-day-of-protests-at-garcettis-home/
9	5465	Los Angeles, CA	Friday, November 27, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 50-100	Time: Morning	Description: Against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://twitter.com/SpecNews1SoCal/status/1332366281115201537##https://twitter.com/garcettiville/status/1332381348758228994##https://twitter.com/ShotOn35mm/status/1332031874407907328##https://twitter.com/BLMLA/status/1332149857880948736
9	5462	Los Angeles, CA	Thursday, November 26, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 50-100	Time: Morning	Description: On Thanksgiving; against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://patch.com/california/los-angeles/black-lives-matter-protests-held-la-mayors-home-4th-day
9	5464	Los Angeles, CA	Wednesday, November 25, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Unclear	Time: Morning	Description: Against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://twitter.com/KtownforAll/status/1331646190694191104##https://twitter.com/garcettiville/status/1331638962784374784
9	5463	Los Angeles, CA	Tuesday, November 24, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): 40-50 (est.)	Time: Morning	Description: Against Garcetti potentially being appointed to Biden admin; outside Garcetti's official residence	Source(s):##https://losangeles.cbslocal.com/2020/11/24/black-lives-matter-la-mayor-eric-garcetti-should-not-be-picked-for-biden-administration-position/##https://twitter.com/PplsCityCouncil/status/1331678573585854466##https://twitter.com/PplsCityCouncil/status/1331297780489351168
10	5581	Los Angeles, CA - date wrong? think they mean 11-24	Monday, November 23, 2020		Subject(s): Mayor Eric Garcetti, President-Elect Joe Biden	Participant(s): Dozens	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://sundial.csun.edu/162201/news/activists-protest-against-garcetti-as-potential-candidate-for-bidens-cabinet/
10	5459	Schertz, TX	Tuesday, November 10, 2020		Subject(s): Zekee Rayford, Schertz Police Department, Schertz City Council	Participant(s): 40+	Time: Evening	Description: In response to Shertz police violence against Rayford	Source(s):##https://www.expressnews.com/news/local/article/Black-Lives-Matter-activists-call-for-15716341.php##http://laserfiche.schertzweb.com/Weblink/1/edoc/462005/11-10-2020%20Agenda.pdf
10	5458	Charlotte, NC	Tuesday, November 10, 2020		Subject(s): Local - Art, Local - Racism/White Supremacy	Participant(s): 36	Time: Evening	Description: Against removal of barriers to protect previously vandalized BLM mural	Source(s):##https://www.wbtv.com/2020/11/10/protesters-block-tryon-street-where-black-lives-matter-mural-is-painted-after-it-reopened-traffic/
10	5457	Indianapolis, IN	Tuesday, November 10, 2020		Subject(s): Dreasjon Reed, Ofc. Dejoure Mercer, Spec. Pros. Rosemary Khoury, Local - Law Enforcement - Indianapolis Metropolitan Police Department	Participant(s): Dozens	Time: Evening	Description: In response to decision not to charge Mercer for killing Reed	Source(s):##https://www.wfyi.org/news/articles/protesters-march-downtown-after-grand-jury-doesnt-indict-officer-in-death-of-dreasjon-reed
10	5450	Burlington, WI	Monday, November 9, 2020		Subject(s): Local - Education - Burlington Area School Board, Local - Education - Burlington Area School District, Local - Education - Racism/White Supremacy	Participant(s): 50	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.lakegenevanews.net/news/local/protesters-shut-down-burlington-school-board-meeting-amid-calls-for-anti-racism-curriculum/article_a7dba6ef-57e2-546b-83d0-e9d2074a1028.html
10	5455	Eugene, OR	Sunday, November 8, 2020		Subject(s): Joe Biden, Biden Administration	Participant(s): 25	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.kezi.com/content/news/Black-Unity-hosts-rally-in-Eugene-continues-fight-for-justice-573011331.html
10	5452	Kingston, Ontario, Canada	Sunday, November 8, 2020		Subject(s): Anthony Aust, Abdirahman Abdi, #ENDSARS, General - Police Brutality	Participant(s): 200	Time: Afternoon	Description: In response to Aust dying during SWAT raid	Source(s):##https://www.queensjournal.ca/story/2020-11-09/news/vigil-held-in-memory-of-anthony-aust/
10	5451	Rome, NY	Monday, November 9, 2020	- Sunday, November 8, 2020	Subject(s): Black Lives Matter Protester/Activist	Participant(s): 12	Time: Morning	Description: Against arrest of BLM protesters at previous protest	Source(s):##https://romesentinel.com/stories/small-protest-held-outside-city-court,106420
10	5456	Montréal, Québec, Canada	Saturday, November 7, 2020		Subject(s): Sheffield Matthews, Local - Law Enforcement - Service de police de la Ville de Montréal, Local - Mental Health	Participant(s): 200-500	Time: Afternoon	Description: In Notre-Dame-de-Grâce	Source(s):##https://thelinknewspaper.ca/article/protestors-demand-defunding-of-police-after-killing-of-sheffield-matthews##https://www.cbc.ca/news/canada/montreal/ndg-spvm-black-man-protest-1.5794255
10	5454	Saratoga Springs, NY	Saturday, November 7, 2020		Subject(s): Darryl Mount Jr., Local - Law Enforcement - Saratoga County Sheriff	Participant(s): Hundreds	Time: Afternoon-Evening	Description: 7-hour student-led occupation at Skidmore College	Source(s):##https://www.timesunion.com/news/article/Skidmore-President-seeks-to-protect-students-15711009.php
10	5435	Philadelphia, PA	Wednesday, October 28, 2020		Subject(s): Walter Wallace Jr., Philadelphia Police Department,	Participant(s): 20 (est.)	Time: Afternoon	Description: In West Philadelphia, near/at 18th district police building	Source(s):##https://www.inquirer.com/news/philadelphia/live/philadelphia-police-shooting-walter-wallace-jr-protests-20201028.html
10	5434	Philadelphia, PA	Wednesday, October 28, 2020		Subject(s): Walter Wallace Jr., Philadelphia Police Department	Participant(s): 20	Time: Evening	Description: In Washington Square	Source(s):##https://www.inquirer.com/news/philadelphia/live/philadelphia-police-shooting-walter-wallace-jr-protests-20201028.html
10	5436	New York, NY	Tuesday, October 27, 2020		Subject(s): Walter Wallace Jr., Philadelphia Police Department,	Participant(s): Unclear	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://abc7ny.com/brooklyn-protest-now-walter-wallace-in-riot/7405894/
10	5433	Philadelphia, PA	Monday, October 26, 2020		Subject(s): Walter Wallace Jr., Philadelphia Police Department	Participant(s): Hundreds	Time: Afternoon-Evening	Description: Impromptu demonstration following police shooting & killing Wallace	Source(s):##https://www.phillyvoice.com/fatal-police-shooting-black-man-walter-wallace-jr-west-philadelphia-protests/##https://www.nbcphiladelphia.com/news/local/crowds-protest-violence-west-philly-after-deadly-police-shooting/2574729/
10	5425	Lake Oswego, OR	Sunday, October 25, 2020		Subject(s): General - Police Brutality	Participant(s): 100	Time: Morning-Afternoon	Description: Led by mothers; included drumline	Source(s):##https://www.kgw.com/article/news/local/moms-united-for-black-lives-show-support-at-rally-in-lake-oswego/283-da63ee3c-8ff1-467d-aac6-38f5b5bf5048##https://katu.com/news/local/black-lives-matter-protest-met-with-opposing-groups-in-lake-oswego
10	5431	Ithaca, NY	Saturday, October 24, 2020		Subject(s): Police Defense Group/Demonstration,	Participant(s): 250	Time: Morning-Afternoon	"Description: Counterprotest to ""Back the Blue"" demonstration"	Source(s):##https://cornellsun.com/2020/10/24/back-the-blue-rally-at-ithaca-commons-met-with-hundreds-of-counterprotesters/
10	5428	Ann Arbor, MI	Saturday, October 24, 2020		Subject(s): Pioneer High School, School - Racism/White Supremacy	Participant(s): 80	Time: Unclear	Description: In response to systemic racism at the school	Source(s):##https://www.detroitnews.com/story/news/local/michigan/2020/10/24/black-lives-matter-protesters-call-action-ann-arbor-high-school/6007049002/
10	5427	Waukegan, IL	Thursday, October 22, 2020	- Saturday, October 24, 2020	Subject(s): Marcellis Stinnette, Waukegan Police Department	Participant(s): 100	Time: Unclear	Description: In response to killing of Stinnette by Waukegan police officer	Source(s):##https://wgntv.com/news/black-lives-matter-activists-rally-in-waukegan-after-man-shot-to-death-by-police/
10	5426	Shelby Township, MI	Saturday, October 24, 2020		Subject(s): Shelby Township Police Department, Chief Robert Shelide	Participant(s): 100	Time: Afternoon-Evening	Description: No details included for this demonstration.	Source(s):##https://www.detroitnews.com/story/news/local/macomb-county/2020/10/24/seven-arrested-black-lives-matter-protesters-march-shelby-township/6028842002/
10	5424	Nashville, TN	Saturday, October 24, 2020		Subject(s): General - Police Brutality, General - Racism/White Supremacy	Participant(s): 20-30 (est.)	Time: Unclear	Description: In Bellevue	Source(s):##https://www.wkrn.com/news/local-news/black-lives-matter-rally-held-in-bellevue/
11	5419	New York, NY - Montauk, NY	Thursday, October 1, 2020	- Saturday, October 17, 2020	Subject(s): General - Police Brutality	Participant(s): 1	Time: Continuous	Description: 118-mile silent walk from Manhattan to Montauk by Black 69yo retiree	Source(s):##https://www.danspapers.com/2020/10/leon-goodman-137-mile-protest-march-to-montauk/##https://patch.com/new-york/westhampton-hamptonbays/senior-walks-nyc-montauk-protest-police-brutality##https://www.27east.com/southampton-press/black-lives-matter-protester-walks-from-manhattan-to-montauk-lighting-one-candle-at-a-time-1728035/
11	5429	Webster, NY	Monday, October 12, 2020		Subject(s): Town Supr. Tom Flaherty, Local - White Privilege/Silence	Participant(s): 10 (est.)	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://spectrumlocalnews.com/nys/rochester/news/2020/10/12/blm-protest-in-webster-takes-aim-at-town-supervisor-tom-flaherty
11	5423	Bristol, TN	Saturday, October 10, 2020		Subject(s): General - Police Brutality, General - Law Enforcement, Police Defense Group/Demonstration	Participant(s): 40	Time: Afternoon	Description: Orginally planned as counterprotest to police defense demonstration	Source(s):##https://swvatoday.com/news/article_11d39187-78b1-59a1-952d-1bbd7b12bb1b.html
11	5418	Tacoma, WA	Thursday, October 8, 2020		Subject(s): George Floyd, Ofc. Derek Chauvin, Manuel Ellis, Tacoma Police Department	Participant(s): 15-20 (est.)	Time: Evening	Description: Against release of Chauvin on bond & death of Ellis in Tacoma PD custody; I-5 shutdown	Source(s):##https://www.thenewstribune.com/news/local/article246331345.html##https://www.thenewstribune.com/news/local/article246329110.html
11	5416	Minneapolis, MO	Thursday, October 8, 2020		Subject(s): George Floyd, Ofc. Derek Chauvin	Participant(s): 300	Time: Evening	Description: Against release of Chauvin on bond; march from site where Chauvin killed Floyd	Source(s):##https://www.startribune.com/51-arrested-near-fifth-precinct-hq-after-protesting-chauvin-release/572670582/
11	5420	Bushnell, IL	Wednesday, October 7, 2020		Subject(s): General - Racism/White Supremacy, Local - Racism/White Supremacy	Participant(s): 3	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.mcdonoughvoice.com/news/20201008/protesters-hold-unannounced-protest
11	5413	Milwauke, WI - Wauwatosa, WI	Wednesday, October 7, 2020		Subject(s): Alvin Cole, Ofc. Joseph Mensah, Wauwatosa Police Department	Participant(s): 100	Time: Afternoon-Evening	Description: Against decision to not charge Mensah for kiling Cole; march, I-94 shutdown	Source(s):##https://www.jsonline.com/story/news/2020/10/07/joseph-mensah-updates-follow-reaction-wauwatosa/5914351002/
11	5422	New York, NY	Tuesday, October 6, 2020		Subject(s): General - Police Unions, Other - QAnon	Participant(s): 100	Time: Evening	Description: March from Bushwick to Maspeth; took American flags from houses & set them on fire	Source(s):##https://qns.com/2020/10/protest-against-police-unions-and-q-anon/
11	5417	West Lafayette, IN	Monday, October 5, 2020		Subject(s): School - Racism/White Supremacy	Participant(s): 100+	Time: Afternoon	Description: At Purdue University, student-led	Source(s):##https://www.purdueexponent.org/campus/article_20388786-f166-11ea-add6-4f2f58f9399b.html
11	5449	Bend, OR	Saturday, October 3, 2020		Subject(s): Donald Trump, Pro-Trump Demonstration	Participant(s): Unclear	Time: Afternoon	Description: Counterprotest to pro-Trump demonstration	Source(s):##https://www.bendbulletin.com/localstate/melee-erupts-during-rallies-for-trump-supporters-social-justice-activists/article_dbfdcd58-05cc-11eb-8bf3-a340e2dbbe93.html##https://ktvz.com/top-stories/2020/10/03/dueling-bend-rallies-turn-into-melee-mace-taser-used-gun-pointed-1-arrest/
11	5448	North Preston, Nova Scotia, Canada	Saturday, October 3, 2020		Subject(s): Premier Stephen McNeil, African Nova Scotians, Local - Racism/White Supremacy,	Participant(s): 40+ (est.)	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://globalnews.ca/news/7376198/north-preston-march-oct-3/
11	5446	Ipswich, MA	Saturday, October 3, 2020		Subject(s): Breonna Taylor, Sgt. Jonathan Mattingly, Ofc. Brett Hankison, Ofc. Myles Cosgrov	Participant(s): Unclear	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##http://thelocalne.ws/2020/10/03/blm-motor-protest-tours-town/
11	5445	Hartford, CT	Saturday, October 3, 2020		Subject(s): Second Amendment, Black Gun Ownership, General - Police Brutality	Participant(s): 40-50	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.courant.com/news/connecticut/hc-news-connecticut-hartford-gun-rights-black-lives-matter-20201003-qxwlhlcgbfgtrk5t6i4vlarbn4-story.html
11	5444	Lafayette, LA	Saturday, October 3, 2020		Subject(s): Trayford Pellerin, U.S. Rep. Clay Higgins, Black Gun Ownership	Participant(s): Hundreds	Time: Afternoon-Evening	Description: No details included for this demonstration.	Source(s):##https://www.theadvocate.com/acadiana/news/crime_police/article_57cb1a88-0593-11eb-aea7-57719b5886fe.html
11	5443	Portland, ME	Saturday, October 3, 2020		Subject(s): Local - Racism/White Supremacy,	Participant(s): 100+	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://wgme.com/news/local/hundreds-march-in-justice
11	5441	Kansas City, MO	Friday, October 2, 2020	- Saturday, October 3, 2020	Subject(s): Chief Rick Smith, Ofc. Newton, Kansas City Police Department	Participant(s): 45	Time: Evening	Description: Occupation outside City Hall in response to Newton kneeling on pregnant woman's back	Source(s):##https://www.kshb.com/news/local-news/protesters-occupy-front-lawn-of-city-hall-overnight
11	5440	St. Petersburg, FL	Saturday, October 3, 2020		Subject(s): Breonna Taylor, Local - Racism/White Supremacy, General - Police Brutality	Participant(s): 50+ (est.)	Time: Evening	Description: Included silent march to avoid interaction with police defense/pro-Trump demonstrators	Source(s):##https://www.wtsp.com/article/news/local/protesters-meet-st-pete-black-lives-matter-blue-thunder/67-350c84f2-541a-4e07-8d04-ec8800617d18
11	5439	Philadelphia, PA	Saturday, October 3, 2020		Subject(s): Breonna Taylor, Sgt. Jonathan Mattingly, Ofc. Brett Hankison, Ofc. Myles Cosgrov	Participant(s): 75-100	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://whyy.org/articles/demonstration-at-art-museum-honors-breonna-taylor/
11	5438	Rochester, NY	Saturday, October 3, 2020		Subject(s): General - Black Lives Matter Movement	Participant(s): 50+ (est.)	Time: Unclear	Description: Student-led at Rochester Institute of Technology	Source(s):##https://spectrumlocalnews.com/nys/rochester/human-interest/2020/10/03/rit-students-host-black-lives-matter-rally-on-campus-saturday
11	5414	Phoenix, AZ	Saturday, October 3, 2020		Subject(s): Dion Johnson, Breonna Taylor, Ofc. George Cervantes, Phoenix Police Department, Local - Law Enforcement	Participant(s): Hundreds	Time: Afternoon-Evening	Description: Included mock coffin	Source(s):##https://www.azcentral.com/story/news/local/phoenix/2020/10/03/protesters-march-city-hall-honor-dion-johnson-breonna-taylor/3609302001/##https://ktar.com/story/3607225/phoenix-police-arrest-7-people-following-black-lives-matter-protest/
12	5447	Rome, NY	Friday, October 2, 2020		Subject(s): Rome Police Department	Participant(s): 50	Time: Afternoon-Evening	Description: Against police use of force at Guyer Field on 10/1/20	Source(s):##https://romesentinel.com/stories/protest-of-guyer-field-incident-draws-crowd-of-about-50-people-three-taken-into-custody,104825
