Task,x,y,chart,performance
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Ordinal,Numerical,BarChart,Very Good
Extremum,Ordinal,Numerical,BarChart,Very Good
Extremum,Nominal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,Table,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Numerical,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Range,Ordinal,Numerical,LineChart,Very Good
Range,Numerical,Numerical,PieChart,Very Good
Range,Ordinal,Numerical,PieChart,Very Good
Range,Nominal,Numerical,Table,Very Good
Range,Nominal,Numerical,Table,Very Good
Range,Nominal,Numerical,Table,Very Good
Range,Ordinal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Retrieve,Ordinal,Numerical,Table,Very Good
Anomalies,Nominal,Numerical,ScatterPlot,Very Good
Anomalies,Ordinal,Numerical,ScatterPlot,Very Good
Anomalies,Ordinal,Numerical,ScatterPlot,Very Good
Anomalies,Nominal,Numerical,Table,Very Good
Cluster,Nominal,Numerical,PieChart,Very Good
Cluster,Nominal,Numerical,Table,Very Good
Cluster,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Cluster,Ordinal,Numerical,Table,Very Good
Correlation,Numerical,Numerical,BarChart,Very Good
Correlation,Ordinal,Numerical,BarChart,Very Good
Derived,Ordinal,Numerical,PieChart,Very Good
Derived,Nominal,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Nominal,Numerical,LineChart,Very Good
Distribution,Nominal,Numerical,PieChart,Very Good
Distribution,Ordinal,Numerical,Scatterplot,Very Good
Distribution,Nominal,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Distribution,Ordinal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Nominal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Filter,Nominal,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Numerical,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,Scatterplot,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Ordinal,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,Table,Very Good
Range,Numerical,Numerical,LineChart,Very Good
Range,Numerical,Numerical,PieChart,Very Good
Range,Ordinal,Numerical,PieChart,Very Good
Range,Ordinal,Numerical,PieChart,Very Good
Range,Numerical,Numerical,Table,Very Good
Range,Numerical,Numerical,Table,Very Good
Range,Numerical,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,BarChart,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Retrieve,Ordinal,Numerical,Table,Very Good
Anomalies,Numerical,Numerical,Table,Very Good
Anomalies,Ordinal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Cluster,Ordinal,Numerical,BarChart,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Cluster,Ordinal,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Numerical,Numerical,BarChart,Very Good
Distribution,Ordinal,Numerical,PieChart,Very Good
Distribution,Ordinal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,BarChart,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,Scatterplot,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Range,Numerical,Numerical,LineChart,Very Good
Range,Nominal,Numerical,PieChart,Very Good
Range,Ordinal,Numerical,Table,Very Good
Retrieve,Ordinal,Numerical,Table,Very Good
Anomalies,Numerical,Numerical,ScatterPlot,Very Good
Derived,Numerical,Numerical,BarChart,Very Good
Derived,Ordinal,Numerical,BarChart,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Nominal,Numerical,Table,Very Good
Distribution,Nominal,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Filter,Ordinal,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Numerical,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,Scatterplot,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Ordinal,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Nominal,Numerical,PieChart,Very Good
Order,Nominal,Numerical,Table,Very Good
Range,Numerical,Numerical,BarChart,Very Good
Range,Numerical,Numerical,Scatterplot,Very Good
Range,Ordinal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Anomalies,Numerical,Numerical,Table,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Ordinal,Numerical,BarChart,Very Good
Distribution,Ordinal,Numerical,PieChart,Very Good
Distribution,Nominal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Ordinal,Numerical,Scatterplot,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Extremum,Ordinal,Numerical,Table,Very Good
Filter,Nominal,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Range,Ordinal,Numerical,PieChart,Very Good
Range,Nominal,Numerical,Table,Very Good
Retrieve,Numerical,Numerical,BarChart,Very Good
Retrieve,Numerical,Numerical,Table,Very Good
Retrieve,Numerical,Numerical,Table,Very Good
Anomalies,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Cluster,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Cluster,Ordinal,Numerical,Table,Very Good
Correlation,Numerical,Numerical,BarChart,Very Good
Derived,Numerical,Numerical,Table,Very Good
Derived,Numerical,Numerical,Table,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Ordinal,Numerical,BarChart,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Numerical,Numerical,Scatterplot,Very Good
Filter,Ordinal,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,LineChart,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Range,Nominal,Numerical,BarChart,Very Good
Range,Nominal,Numerical,BarChart,Very Good
Range,Numerical,Numerical,BarChart,Very Good
Range,Nominal,Numerical,PieChart,Very Good
Range,Nominal,Numerical,Table,Very Good
Range,Ordinal,Numerical,Table,Very Good
Retrieve,Nominal,Numerical,Table,Very Good
Cluster,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Derived,Ordinal,Numerical,BarChart,Very Good
Distribution,Numerical,Numerical,BarChart,Very Good
Distribution,Nominal,Numerical,Scatterplot,Very Good
Distribution,Ordinal,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Ordinal,Numerical,BarChart,Very Good
Range,Numerical,Numerical,BarChart,Very Good
Range,Ordinal,Numerical,Table,Very Good
Range,Ordinal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,PieChart,Very Good
Derived,Nominal,Numerical,Table,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Distribution,Numerical,Numerical,BarChart,Very Good
Distribution,Numerical,Numerical,BarChart,Very Good
Distribution,Ordinal,Numerical,Table,Very Good
Extremum,Ordinal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Numerical,Numerical,Table,Very Good
Range,Ordinal,Numerical,BarChart,Very Good
Range,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Distribution,Nominal,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Extremum,Numerical,Numerical,BarChart,Very Good
Filter,Nominal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Filter,Ordinal,Numerical,Table,Very Good
Filter,Ordinal,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Numerical,Numerical,Table,Very Good
Range,Ordinal,Numerical,PieChart,Very Good
Retrieve,Ordinal,Numerical,Table,Very Good
Cluster,Nominal,Numerical,BarChart,Very Good
Cluster,Numerical,Numerical,BarChart,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Nominal,Numerical,Scatterplot,Very Good
Order,Nominal,Numerical,Table,Very Good
Order,Nominal,Numerical,Table,Very Good
Range,Numerical,Numerical,Table,Very Good
Retrieve,Numerical,Numerical,Table,Very Good
Anomalies,Nominal,Numerical,LineChart,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Derived,Nominal,Numerical,PieChart,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Nominal,Numerical,BarChart,Very Good
Extremum,Nominal,Numerical,Table,Very Good
Filter,Nominal,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Filter,Nominal,Numerical,Scatterplot,Very Good
Order,Ordinal,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Anomalies,Nominal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,BarChart,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Extremum,Numerical,Numerical,Table,Very Good
Extremum,Ordinal,Numerical,Table,Very Good
Filter,Numerical,Numerical,Table,Very Good
Order,Numerical,Numerical,LineChart,Very Good
Anomalies,Nominal,Numerical,ScatterPlot,Very Good
Derived,Ordinal,Numerical,Table,Very Good
Distribution,Ordinal,Numerical,BarChart,Very Good
Filter,Numerical,Numerical,PieChart,Very Good
Filter,Numerical,Numerical,Table,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,Table,Very Good
Range,Ordinal,Numerical,BarChart,Very Good
Range,Numerical,Numerical,Table,Very Good
Order,Ordinal,Numerical,Table,Very Good
Cluster,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,PieChart,Very Good
Cluster,Numerical,Numerical,PieChart,Very Good
Correlation,Numerical,Numerical,BarChart,Very Good
Derived,Ordinal,Numerical,BarChart,Very Good
Derived,Numerical,Numerical,Table,Very Good
Distribution,Ordinal,Numerical,Table,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Order,Nominal,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,Table,Very Good
Range,Numerical,Numerical,Table,Very Good
Distribution,Numerical,Numerical,Table,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Anomalies,Nominal,Numerical,ScatterPlot,Very Good
Order,Nominal,Numerical,PieChart,Very Good
Range,Ordinal,Numerical,Table,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,BarChart,Very Good
Order,Numerical,Numerical,PieChart,Very Good
Anomalies,Ordinal,Numerical,BarChart,Very Good
Anomalies,Numerical,Numerical,ScatterPlot,Very Good
Derived,Numerical,Numerical,BarChart,Very Good
Distribution,Ordinal,Numerical,BarChart,Very Good
Filter,Numerical,Numerical,PieChart,Very Good
Order,Nominal,Numerical,Scatterplot,Very Good
Range,Ordinal,Numerical,BarChart,Very Good
Filter,Numerical,Numerical,Table,Very Good
Range,Ordinal,Numerical,Table,Very Good
Derived,Nominal,Numerical,Table,Very Good
Anomalies,Nominal,Numerical,Table,Very Good
Extremum,Ordinal,Numerical,Table,Very Good
Filter,Numerical,Numerical,BarChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Derived,Numerical,Numerical,PieChart,Very Good
Filter,Ordinal,Numerical,PieChart,Very Good
Anomalies,Nominal,Numerical,BarChart,Good
Anomalies,Ordinal,Numerical,Table,Good
Cluster,Ordinal,Numerical,PieChart,Good
Distribution,Ordinal,Numerical,Table,Good
Retrieve,Nominal,Numerical,PieChart,Good
Anomalies,Ordinal,Numerical,BarChart,Good
Anomalies,Ordinal,Numerical,BarChart,Good
Anomalies,Nominal,Numerical,PieChart,Good
Anomalies,Numerical,Numerical,PieChart,Good
Anomalies,Ordinal,Numerical,ScatterPlot,Good
Anomalies,Ordinal,Numerical,Table,Good
Cluster,Nominal,Numerical,BarChart,Good
Cluster,Ordinal,Numerical,Table,Good
Cluster,Ordinal,Numerical,Table,Good
Correlation,Numerical,Numerical,BarChart,Good
Correlation,Numerical,Numerical,BarChart,Good
Correlation,Ordinal,Numerical,BarChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Numerical,Numerical,PieChart,Good
Correlation,Numerical,Numerical,Scatterplot,Good
Correlation,Ordinal,Numerical,Scatterplot,Good
Correlation,Ordinal,Numerical,Scatterplot,Good
Correlation,Ordinal,Numerical,Scatterplot,Good
Correlation,Ordinal,Numerical,Table,Good
Filter,Nominal,Numerical,BarChart,Good
Filter,Numerical,Numerical,BarChart,Good
Filter,Ordinal,Numerical,PieChart,Good
Filter,Nominal,Numerical,Table,Good
Filter,Nominal,Numerical,Table,Good
Retrieve,Numerical,Numerical,BarChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Anomalies,Nominal,Numerical,BarChart,Good
Anomalies,Ordinal,Numerical,BarChart,Good
Anomalies,Ordinal,Numerical,LineChart,Good
Anomalies,Ordinal,Numerical,LineChart,Good
Anomalies,Nominal,Numerical,ScatterPlot,Good
Anomalies,Numerical,Numerical,ScatterPlot,Good
Anomalies,Ordinal,Numerical,ScatterPlot,Good
Anomalies,Nominal,Numerical,Table,Good
Cluster,Nominal,Numerical,BarChart,Good
Cluster,Nominal,Numerical,BarChart,Good
Cluster,Ordinal,Numerical,BarChart,Good
Cluster,Nominal,Numerical,PieChart,Good
Cluster,Nominal,Numerical,PieChart,Good
Cluster,Ordinal,Numerical,PieChart,Good
Cluster,Nominal,Numerical,Scatterplot,Good
Cluster,Ordinal,Numerical,Scatterplot,Good
Cluster,Ordinal,Numerical,Scatterplot,Good
Cluster,Nominal,Numerical,Table,Good
Cluster,Ordinal,Numerical,Table,Good
Cluster,Ordinal,Numerical,Table,Good
Correlation,Numerical,Numerical,BarChart,Good
Correlation,Numerical,Numerical,BarChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Numerical,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,LineChart,Good
Correlation,Ordinal,Numerical,PieChart,Good
Correlation,Ordinal,Numerical,Scatterplot,Good
Derived,Nominal,Numerical,PieChart,Good
Derived,Ordinal,Numerical,PieChart,Good
Derived,Nominal,Numerical,Table,Good
Extremum,Numerical,Numerical,LineChart,Good
Extremum,Numerical,Numerical,LineChart,Good
Extremum,Ordinal,Numerical,LineChart,Good
Extremum,Ordinal,Numerical,PieChart,Good
Extremum,Ordinal,Numerical,PieChart,Good
Extremum,Ordinal,Numerical,PieChart,Good
Filter,Nominal,Numerical,Table,Good
Range,Nominal,Numerical,Scatterplot,Good
Range,Nominal,Numerical,Scatterplot,Good
Range,Ordinal,Numerical,Scatterplot,Good
Retrieve,Numerical,Numerical,BarChart,Good
Retrieve,Numerical,Numerical,BarChart,Good
Retrieve,Ordinal,Numerical,BarChart,Good
Retrieve,Ordinal,Numerical,BarChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Retrieve,Nominal,Numerical,PieChart,Good
Retrieve,Numerical,Numerical,PieChart,Good
Retrieve,Numerical,Numerical,PieChart,Good
Retrieve,Ordinal,Numerical,PieChart,Good
